x,result
-10.0,-1.1917935066878964
-9.9,-1.1246175775000389
-9.8,-1.074776185906555
-9.700000000000001,-1.0391069135599478
-9.600000000000001,-1.0155502519054924
-9.500000000000002,-1.002835863181759
-9.400000000000002,-1.0003070522169335
-9.300000000000002,-1.0078355937386068
-9.200000000000003,-1.0258055528532908
-9.100000000000003,-1.055162188718007
-9.000000000000004,-1.0975379063049606
-8.900000000000004,-1.155488001091247
-8.800000000000004,-1.2329042201859988
-8.700000000000005,-1.335743646058847
-8.600000000000005,-1.4733615191544505
-8.500000000000005,-1.6610967250651372
-8.400000000000006,-1.9257112437802042
-8.300000000000006,-2.318158732112972
-8.200000000000006,-2.9485055797199498
-8.100000000000007,-4.106031635991645
-8.000000000000007,-6.872850636690026
-7.9000000000000075,-21.73812592565028
-7.800000000000008,18.533819022669142
-7.700000000000008,6.520015775264087
-7.6000000000000085,3.9799435903596985
-7.500000000000009,2.884876262020003
-7.400000000000009,2.280255600988447
-7.30000000000001,1.9008605518406676
-7.20000000000001,1.6437870291591083
-7.10000000000001,1.460820786983645
-7.000000000000011,1.3264319004737175
-6.900000000000011,1.2259031870495738
-6.800000000000011,1.150221861806422
-6.700000000000012,1.0936334532519751
-6.600000000000012,1.0523739224087219
-6.500000000000012,1.0239736544424531
-6.400000000000013,1.0068618452748255
-6.300000000000013,1.0001413836030826
-6.2000000000000135,1.003469901559714
-6.100000000000014,1.0170162703319494
-6.000000000000014,1.0414819265951032
-5.900000000000015,1.0781921895453466
-5.800000000000015,1.1292805871225755
-5.700000000000015,1.1980168725853158
-5.600000000000016,1.289381118623789
-5.500000000000016,1.4110944706229118
-5.400000000000016,1.5755651873590006
-5.300000000000017,1.8038353053861387
-5.200000000000017,2.1343957670160347
-5.100000000000017,2.645658426399229
-5.000000000000018,3.5253200858158733
-4.900000000000018,5.3615746939241005
-4.8000000000000185,11.428704205367525
-4.700000000000019,-80.71895753702223
-4.600000000000019,-8.91642861136115
-4.5000000000000195,-4.743927548368759
-4.40000000000002,-3.2538010010783434
-4.30000000000002,-2.495015133914766
-4.200000000000021,-2.0397306014895724
-4.100000000000021,-1.7396630847252874
-4.000000000000021,-1.5298856564664358
-3.9000000000000212,-1.377538916802798
-3.800000000000021,-1.2642741099755754
-3.700000000000021,-1.1791061933853024
-3.600000000000021,-1.11512753243834
-3.500000000000021,-1.06785504719182
-3.400000000000021,-1.0343420247114476
-3.3000000000000207,-1.0126789737599378
-3.2000000000000206,-1.001708136961754
-3.1000000000000205,-1.0008655983392216
-3.0000000000000204,-1.010108665907997
-2.9000000000000203,-1.0299104903720877
-2.8000000000000203,-1.0613206212987194
-2.70000000000002,-1.10610641952633
-2.60000000000002,-1.1670126326998504
-2.50000000000002,-1.2482156514687992
-2.40000000000002,-1.3561276410743255
-2.30000000000002,-1.5008794674602213
-2.2000000000000197,-1.6992321181373071
-2.1000000000000196,-1.9808016559671573
-2.0000000000000195,-2.4029979617222783
-1.9000000000000195,-3.093202201672515
-1.8000000000000194,-4.401367871853268
-1.7000000000000193,-7.761293996049206
-1.6000000000000192,-34.24713560999624
