x,result
0.1,-0.9999999999999997
0.2,-0.6989700043636451
0.30000000000000004,-0.5228787453010036
0.4,-0.3979400086877658
0.5,-0.301029995675879
0.6,-0.22184874962512463
0.7,-0.15490195999186537
0.7999999999999999,-0.09691001301188647
0.8999999999999999,-0.045757490562483016
0.9999999999999999,-4.821637332957007E-17
1.0999999999999999,0.041392685159860776
1.2,0.07918124605075438
1.3,0.11394335231134024
1.4000000000000001,0.14612803568401356
1.5000000000000002,0.17609125906264111
1.6000000000000003,0.2041199826639925
1.7000000000000004,0.23044892138738232
1.8000000000000005,0.25527250511339555
1.9000000000000006,0.2787536009638466
2.0000000000000004,0.3010299956758791
2.1000000000000005,0.3222192947466547
2.2000000000000006,0.34242268083574007
2.3000000000000007,0.3617278360318898
2.400000000000001,0.38021124172663356
2.500000000000001,0.3979400086877659
2.600000000000001,0.4149733479872196
2.700000000000001,0.4313637641760367
2.800000000000001,0.44715803135989274
2.9000000000000012,0.46239799791723196
3.0000000000000013,0.47712125473852
3.1000000000000014,0.49136169385369327
3.2000000000000015,0.5051499783398717
3.3000000000000016,0.5185139398983816
3.4000000000000017,0.5314789170632614
3.5000000000000018,0.5440680443717794
3.600000000000002,0.5563025007892751
3.700000000000002,0.5682017240894528
3.800000000000002,0.5797835966397257
3.900000000000002,0.5910646070498607
4.000000000000002,0.6020599913517587
4.100000000000001,0.6127838567439554
4.200000000000001,0.6232492904225336
4.300000000000001,0.6334684556046238
4.4,0.6434526765116195
4.5,0.6532125138011612
4.6,0.6627578317077688
4.699999999999999,0.672097857962281
4.799999999999999,0.6812412374025127
4.899999999999999,0.6901960800557927
4.999999999999998,0.6989700043636448
5.099999999999998,0.7075701761259022
5.1999999999999975,0.7160033436630984
5.299999999999997,0.7242758696294149
5.399999999999997,0.7323937598519156
5.4999999999999964,0.7403626895235055
5.599999999999996,0.7481880270357714
5.699999999999996,0.7558748557023661
5.799999999999995,0.7634279935931106
5.899999999999995,0.7708520116726111
5.999999999999995,0.778151250414399
6.099999999999994,0.7853298350418061
6.199999999999994,0.7923916895295716
6.299999999999994,0.7993405494851744
6.399999999999993,0.8061799740157501
6.499999999999993,0.812913356674984
6.5999999999999925,0.8195439355742592
6.699999999999992,0.8260748027334747
6.799999999999992,0.8325089127391381
6.8999999999999915,0.8388490907704068
6.999999999999991,0.8450980400476537
7.099999999999991,0.8512583487527132
7.19999999999999,0.8573324964651424
7.29999999999999,0.8633228601545615
7.39999999999999,0.8692317197653081
7.499999999999989,0.8750612634262507
7.599999999999989,0.8808135923155543
7.699999999999989,0.8864907252074467
7.799999999999988,0.8920946027256367
7.899999999999988,0.8976270913257751
7.999999999999988,0.9030899870274367
8.099999999999987,0.9084850189142785
8.199999999999987,0.9138138524194528
8.299999999999986,0.9190780924118789
8.399999999999986,0.9242792860977079
8.499999999999986,0.9294189257500793
8.599999999999985,0.9344984512792384
8.699999999999985,0.9395192526540752
8.799999999999985,0.9444826721852888
8.899999999999984,0.949390006679542
8.999999999999984,0.9542425094732728
9.099999999999984,0.9590413923541223
9.199999999999983,0.9637878273773707
9.299999999999983,0.9684829485841763
9.399999999999983,0.9731278536279233
9.499999999999982,0.9777236053145183
9.599999999999982,0.9822712330620311
9.699999999999982,0.9867717342847104
9.799999999999981,0.9912260757060148
9.89999999999998,0.9956351946049881
9.99999999999998,0.9999999999999989
