x,result
-10.0,-0.6483608274590879
-9.9,-0.5145529084769183
-9.8,-0.39388304075174646
-9.700000000000001,-0.28238834573700206
-9.600000000000001,-0.17703760658489856
-9.500000000000002,-0.07536423875754168
-9.400000000000002,0.024783032803332376
-9.300000000000002,0.12542959780869029
-9.200000000000003,0.22864171155903662
-9.100000000000003,0.3367005264328744
-9.000000000000004,0.4523156594418068
-8.900000000000004,0.5789235879335421
-8.800000000000004,0.721146875575597
-8.700000000000005,0.8855569366147963
-8.600000000000005,1.0820324237864178
-8.500000000000005,1.3263643277855914
-8.400000000000006,1.6457107262278814
-8.300000000000006,2.091377514288518
-8.200000000000006,2.7737492953833587
-8.100000000000007,3.982398246755869
-8.000000000000007,6.799711455220029
-7.9000000000000075,21.71511268125102
-7.800000000000008,-18.506821649463546
-7.700000000000008,-6.442872473492902
-7.6000000000000085,-3.8522656946847844
-7.500000000000009,-2.7060138667727673
-7.400000000000009,-2.049284169128133
-7.30000000000001,-1.6165614239935355
-7.20000000000001,-1.304620940055665
-7.10000000000001,-1.064893126883405
-7.000000000000011,-0.8714479827243379
-6.900000000000011,-0.70911115067971
-6.800000000000011,-0.568339978690072
-6.700000000000012,-0.4427574167327299
-6.600000000000012,-0.3278580067131475
-6.500000000000012,-0.22027720034591083
-6.400000000000013,-0.11734894746109431
-6.300000000000013,-0.016816277694199237
-6.2000000000000135,0.08337771486591501
-6.100000000000014,0.18526223068912046
-6.000000000000014,0.2910061913847335
-5.900000000000015,0.40311089987320964
-5.800000000000015,0.524666221946781
-5.700000000000015,0.6597305715207539
-5.600000000000016,0.8139432836896762
-5.500000000000016,0.9955840522138527
-5.400000000000016,1.2175408246205148
-5.300000000000017,1.5012733958068745
-5.200000000000017,1.885641877519686
-5.100000000000017,2.4493894155844727
-5.000000000000018,3.3805150062463616
-4.900000000000018,5.267493065826219
-4.8000000000000185,11.384870654240448
-4.700000000000019,-80.71276296759763
-4.600000000000019,-8.860174895649617
-4.5000000000000195,-4.637332054551628
-4.40000000000002,-3.096323780649955
-4.30000000000002,-2.2858478773671087
-4.200000000000021,-1.7777797745089274
-4.100000000000021,-1.42352648319443
-4.000000000000021,-1.157821282349628
-3.9000000000000212,-0.9474246499359337
-3.800000000000021,-0.7735560905031601
-3.700000000000021,-0.624733075224594
-3.600000000000021,-0.49346672998493146
-3.500000000000021,-0.3745856401586214
-3.400000000000021,-0.2643169008674566
-3.3000000000000207,-0.15974574766008792
-3.2000000000000206,-0.05847385445981819
-3.1000000000000205,0.04161665458597046
-3.0000000000000204,0.1425465430743004
-2.9000000000000203,0.24640539397195482
-2.8000000000000203,0.3555298316511563
-2.70000000000002,0.47272762910301475
-2.60000000000002,0.6015966130897314
-2.50000000000002,0.7470222972386291
-2.40000000000002,0.9160142896733732
-2.30000000000002,1.119213641734087
-2.2000000000000197,1.3738230567687382
-2.1000000000000196,1.7098465429044305
-2.0000000000000195,2.185039863261406
-1.9000000000000195,2.927097514677585
-1.8000000000000194,4.28626167462769
-1.7000000000000193,7.696602139457999
-1.6000000000000192,34.23253273553497
-1.500000000000019,-14.101419947175534
-1.400000000000019,-5.7978837154835485
-1.300000000000019,-3.6021024479682433
-1.2000000000000188,-2.572151622126463
-1.1000000000000187,-1.9647596572487434
-1.0000000000000187,-1.5574077246549662
-0.9000000000000187,-1.2601582175503874
-0.8000000000000187,-1.0296385570504027
-0.7000000000000187,-0.8422883804631116
-0.6000000000000187,-0.68413680834172
-0.5000000000000188,-0.5463024898438145
-0.4000000000000188,-0.42279321873818393
-0.3000000000000188,-0.30933624960964357
-0.2000000000000188,-0.20271003550869235
-0.1000000000000188,-0.10033467208546919
